Taxon,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,Other names,Notes,Trophic strategy,Cell Cover,Shape,Spicule,Symmetry,Polarity,Colony,Motility,Chloroplast,Ingestion,Behavior,Mutualistic Host,Symbiotic,Symbiont location,Host Specialization,Symbiont Specialization,Prey Specialization,Mucilage,Chemical Signal,Nutrient Affinity,Oxygen Tolerance,Salinity,Temperature,Depth,Toxygenity,Benthic Phase,Cyst Spore,Sexual reproduction or division,Ploidy,Genome Size,Presence in other subeuphotic regions?,Presence in extreme environment?,Lab-based studies,Field-based studies,Sequencing,Gene expression,Genes of note,Notes on phylogenetic placement,Resources
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Rhodosporidium,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Rhodosporidium,NA,,Marine red yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Pucciniomycetes,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Septobasidium,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Septobasidium,NA,,,,,,,,,,,,,,,,,Scale insects,,,,,,,,,,,,,,,,,,,,,,,,"Henk, Daniel A. Coevolutionary diversification in septobasidium, a fungal symbiont of scale insects. ProQuest Information and Learning Company, 2005."
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiomycetes_X;Exobasidiomycetes_X_sp.;,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Exobasidiomycetes_X,Exobasidiomycetes_X_sp.,,,,Organic,,,,,Filamentous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Malassezia,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Malassezia,NA,,Skin inhabitants of warm-blooded animals,,Organic,Round,0,Spherical,Isopolar,Filamentous,Attached,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,,,,,,Amend A (2014) From Dandruff to Deep-Sea Vents: Malassezia-like Fungi Are Ecologically Hyper-diverse. PLoS Pathog 10(8): e1004277. https://doi.org/10.1371/journal.ppat.1004277,,,,,,,
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,NA,NA,,,,Organic,,,,,Filamentous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Blastocladiomycota;Blastocladiomycotina;Blastocladiomycetes,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,NA,NA,,,,Organic,,,,,Filamentous,Swimmer,,,,,,,,,,,,,Tolerate anaerobic,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,NA,NA,NA,,,,Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,NA,NA,,,,Organic,Round,0,Bilateral,Heteropolar,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiomycetes_X;Chytridiomycetes_X_sp.;,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.,,,,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Phlyctochytrium;Phlyctochytrium_planicorne;,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Phlyctochytrium,Phlyctochytrium_planicorne,,Faculative algal parasite,,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,Resting spore,,,,,,,,,,,"Letcher, P.M. and Powell, M.J., 2005. Phylogenetic position of Phlyctochytrium planicorne (Chytridiales, Chytridiomycota) based on zoospore ultrastructure and partial nuclear LSU rRNA gene sequence analysis. Nova Hedwigia, 80(1-2), pp.135-146.",
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhyzophidiales_X;Rhyzophidiales_X_sp.;,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales_X,Rhyzophidiales_X_sp.,,,,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Spizellomyces;Spizellomyces_sp.;,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Spizellomyces,Spizellomyces_sp.,,,,Organic,Amoeboid,0,Bilateral,Heteropolar,None,Swimmer,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Spizellomycetales-and-Rhizophlyctidales;Spizellomycetales-and-Rhizophlyctidales_sp.;,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Spizellomycetales-and-Rhizophlyctidales,Spizellomycetales-and-Rhizophlyctidales_sp.,,,,Organic,Amoeboid,0,Bilateral,Heteropolar,None,Swimmer,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycotina_X;Chytridiomycotina_XX;Chytridiomycotina_XX_sp.;,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycotina_X,Chytridiomycotina_XX,Chytridiomycotina_XX_sp.,,,,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina_X;Cryptomycotina_XX;Cryptomycotina_XX_sp.;,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.,,,,Organic,Round,0,Bilateral,Heteropolar,None,Attached,0,Myzocytotic,Passive Ambush Feeder,,,,,"Fungi, HT, Stramenopiles",,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX;Fungi_XXXX_sp.;,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Microsporidiomycota;Microsporidiomycotina;Microsporidiomycotina_X;Facilispora;Facilispora_margolisi;,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina_X,Facilispora,Facilispora_margolisi,,,,,,,,,,,,,,,Parasite,,Pacific salmon louse,,,,,,,,,,,,,,,,,,,,,,,,"Poley, J. D., Sutherland, B. J. G., Fast, M. D., Koop, B. F., & Jones, S. R. M. (2017). Effects of the vertically transmitted microsporidian Facilispora margolisi and the parasiticide emamectin benzoate on salmon lice (Lepeophtheirus salmonis). BMC genomics, 18(1), 630. https://doi.org/10.1186/s12864-017-4040-8"
Eukaryota;Opisthokonta;Fungi;Microsporidiomycota;Microsporidiomycotina;Microsporidiomycotina_X;Microsporidium;Microsporidium_sp.;,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina_X,Microsporidium,Microsporidium_sp.,,,,Organic,,,,,,,,,,,Obligate parasite/symbiont,,Insects and few protists,,,,,,,,,,,,,,,,,,,,,,,,"Jiří Vávra, Julius Lukeš. 2013. Chapter Four - Microsporidia and ‘The Art of Living Together’, Advances in Parasitology, Academic Press, Volume 82, Pages 253-319, https://doi.org/10.1016/B978-0-12-407706-5.00004-6."
Eukaryota;Opisthokonta;Fungi;Mucoromycota;Mucoromycotina;Mucoromycotina_X,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,NA,NA,,"saprotrophic, mycorrhizal, or parasitic",,Organic,Round,0,Bilateral,Heteropolar,Filamentous,Attached,0,,Passive Ambush Feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Mucoromycota;Mucoromycotina;Mucoromycotina_X;Mortierella;Mortierella_wolfii;,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,Mortierella_wolfii,Actinomortierella wolfii,Pathogenic (typically infect bovines),,Organic,Round,0,Bilateral,Heteropolar,Filamentous,Attached,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Fungi;Mucoromycota;Mucoromycotina;Mucoromycotina_X;Mucoromycotina_XX;Mucoromycotina_XX_sp.;,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mucoromycotina_XX,Mucoromycotina_XX_sp.,,,,Organic,Round,0,Bilateral,Heteropolar,Filamentous,Attached,0,Saprotrophic,Passive Ambush Feeder,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,NA,NA,NA,,Parasitic organisms (fish),,Organic,,0,,,,Attached,0,Myzocytotic,Passive Ambush Feeder,No,Parasite,Endo,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae_Group_MAIP_2;Abeoformidae_Group_MAIP_2_X;Abeoformidae_Group_MAIP_2_X_sp.;,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Abeoformidae_Group_MAIP_2,Abeoformidae_Group_MAIP_2_X,Abeoformidae_Group_MAIP_2_X_sp.,,,,Organic,Amoeboid,0,Asymetrical,Heteropolar,None,Attached,0,Myzocytotic,Passive Ambush Feeder,No,Parasite,Endo,,"Fish, Arthropods, Insects",,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Ichthyophonidae_Amoebidianae,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Ichthyophonidae_Amoebidianae,NA,NA,,,,Organic,,0,,,None,Attached,0,Myzocytotic,Passive Ambush Feeder,No,Parasite,Endo,,"Fish, Arthropods, Insects",,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,NA,NA,,,,Organic ,Round,0,Spherical,Isopolar,Round,Attached,0,Myzocytotic,Passive Ambush Feeder,No,Parasite,Endo,,"Fish, Arthropods, Insects",,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Rhynosporida,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Rhynosporida,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa,Eukaryota,Opisthokonta,Metazoa,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,NA,NA,,Eaten by Apicomplexan Lecudinida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Paralvinella,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Paralvinella,NA,Polychaete worm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Protodrilus,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Protodrilus,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Vigtorniella;Vigtorniella_sp.;,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Vigtorniella,Vigtorniella_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Siboglinidae,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Siboglinidae,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Pycnogonida,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Pycnogonida,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,NA,NA,,,,,,,,,,,,,,,,Endo,,Commensalist relationship with ciliate Pretrichia Zoothamnium. Hosts parasites: Oomycota Haliphthoros and Ellobiopsis  ,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Copepods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus;Calocalanus_sp.;,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Calocalanus,Calocalanus_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Clausocalanus;Clausocalanus_furcatus;,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Clausocalanus,Clausocalanus_furcatus,,,,,,,,,,,,,,,,,,Parasitized by Syndinians,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Eudiaptomus;Eudiaptomus_sp.;,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eudiaptomus,Eudiaptomus_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda_X;Maxillopoda_X_sp.;,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Metridia;Metridia_sp.;,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Metridia,Metridia_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Oithona;Oithona_sp.;,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Oithona,Oithona_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa_X;Bryozoa_XX,Eukaryota,Opisthokonta,Metazoa,Bryozoa,Bryozoa_X,Bryozoa_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Chaetognatha;Aphragmophora;Aphragmophora_X,Eukaryota,Opisthokonta,Metazoa,Chaetognatha,Aphragmophora,Aphragmophora_X,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Anthozoa,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Anthozoa,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Anthozoa;Nematostella;Nematostella_vectensis;,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Anthozoa,Nematostella,Nematostella_vectensis,Common name: Starlet sea anemone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Apolemia;Apolemia_sp.;,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Apolemia,Apolemia_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Clytia,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Clytia,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Cordagalma;Cordagalma_cordiforme;,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Cordagalma,Cordagalma_cordiforme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Hydrozoa_X;Hydrozoa_X_sp.;,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_X,Hydrozoa_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Zanclea;Zanclea_sp.;,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Zanclea,Zanclea_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Scyphozoa,NA,NA,,true jellies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Atolla,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Scyphozoa,Atolla,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Aurelia,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Scyphozoa,Aurelia,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Cyanea,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Scyphozoa,Cyanea,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Phacellophora,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Scyphozoa,Phacellophora,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Lepidosauria;Scincus;Scincus_scincus;,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Lepidosauria,Scincus,Scincus_scincus,Common name: sandfish skink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Mammalia,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Mammalia,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Mammalia;Homo;Homo_sapiens;,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Mammalia,Homo,Homo_sapiens,Human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei;Auxis;Auxis_rochei;,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,Auxis,Auxis_rochei,Common name: Bullet tuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei;Salmo;Salmo_salar;,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,Salmo,Salmo_salar,Common name: Atlantic Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Beroe,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Beroe,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Ctenophora_XXX;Ctenophora_XXX_sp.;,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XXX,Ctenophora_XXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX,Eukaryota,Opisthokonta,Metazoa,Echinodermata,Echinodermata_X,Echinodermata_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX;Xyloplax;Xyloplax_janetae;,Eukaryota,Opisthokonta,Metazoa,Echinodermata,Echinodermata_X,Echinodermata_XX,Xyloplax,Xyloplax_janetae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha_X;Gastrotricha_XX,Eukaryota,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Hemichordata;Hemichordata_X;Hemichordata_XX,Eukaryota,Opisthokonta,Metazoa,Hemichordata,Hemichordata_X,Hemichordata_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Loricifera;Loricifera_X;Loricifera_XX;Pliciloricus;Pliciloricus_sp.;,Eukaryota,Opisthokonta,Metazoa,Loricifera,Loricifera_X,Loricifera_XX,Pliciloricus,Pliciloricus_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Opisthokonta;Metazoa;Mesozoa;Mesozoa_X;Orthonectida;Rhopalura;Rhopalura_ophiocomae;,Eukaryota,Opisthokonta,Metazoa,Mesozoa,Mesozoa_X,Orthonectida,Rhopalura,Rhopalura_ophiocomae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
